OBJECTID,crossing,Outlet_Water_Depth,Culvert_Shape,Circular?,bankfull_width,county,crossing_type,culvert_count,culvert_material,DRNAREA_SQ_Miles,headwater,Height_rise_P1,Pipe_length_P1,road_path_,scour_pool,scour_pool_depth,scour_pool_length,scour_pool_width,total_span,Width_Span_P1,Constriction_Ratio,x,y,Corrugated Metal?,Culvert_material_Thalweg,Concrete?,Pipe_length_Thalweg,Width_Span_Thalweg,Height_rise_Thalweg,Culvert_Slope,inlet_invert_Thalweg,outlet_invert_Thalweg
89,1212500CU007,0,Circular,Y,4.9,Cass,Culvert,2,Corrugated Metal Pipe,2.35,N/A,2,60,Cass County CR108,No,0,0,0,4,2,0.408163265,-94.45789252,46.52897699,Y,Corrugated Metal,N,60,2,2,0.666666667,11.37,11.77
27,1210000CU003,0.05,Circular,Y,6,Cass,Culvert,1,Corrugated Metal Pipe,1.05,7.09,3,40,Cass County T214,No,0,0,0,3,3,0.5,-94.69595947,46.39673141,Y,Corrugated Metal,N,40,3,3,2.55,7.22,8.24
453,1200100CU006,0.1,Circular,Y,25,Cass,Culvert,2,Corrugated Metal Pipe,44.91,10.93,6,36,Cass County CSAH19,Yes,2,30,20,12,6,0.24,-94.77664466,46.76027316,Y,Corrugated Metal,N,36,6,6,-1.5278,12.37,11.82
54,1208100CU005,0.1,Circular,Y,13.5,Cass,Culvert,1,Corrugated Metal Pipe,10.76,9.03,4,36,MN64,No,0,0,0,4,4,0.296296296,-94.69672811,46.68774902,Y,Corrugated Metal,N,36,4,4,0.1944,9.22,9.29
5,1210300CU005,0.1,Circular,Y,5.3,Cass,Culvert,1,Corrugated Metal Pipe,1.65,7.26,2.5,50,Cass County T160,No,0,0,0,2.5,2.5,0.471698113,-94.50645796,46.34634821,Y,Corrugated Metal,N,50,2.5,2.5,0.5,7.38,7.63
423,1211000CU001,0.1,Circular,Y,6,Cass,Culvert,2,Corrugated Metal Pipe,3.06,7.43,3,40,Cass County T70,Yes,3,20,8,6,3,0.5,-94.50632745,46.54361406,Y,Corrugated Metal,N,40,3,3,0.725,7.55,7.84
38,1211200CU003,0.1,Circular,Y,3,Cass,Culvert,1,Corrugated Metal Pipe,0.47,11.2,3,30,Cass County T138,No,0,0,0,3,3,1,-94.64509291,46.53420588,Y,Corrugated Metal,N,30,3,3,-0.233333333,11.34,11.27
458,1211300CU006,0.1,Circular,Y,9.4,Cass,Culvert,2,Corrugated Metal Pipe,4.09,8.18,4,40,Cass County T40,Yes,0,35,25,6,4,0.425531915,-94.66240589,46.48511219,Y,Corrugated Metal,N,40,4,4,-0.275,8.52,8.41
82,1212000CU013,0.1,Circular,Y,13.1,Cass,Culvert,2,Corrugated Metal Pipe,6.89,6.77,3,40,Cass County T151,No,0,0,0,6,3,0.229007634,-94.55170051,46.60636299,Y,Corrugated Metal,N,40,3,3,-0.65,7.23,6.97
21,1212800CU002,0.16,Circular,Y,4,Cass,Culvert,1,Corrugated Metal Pipe,0.76,6.59,2,38,Cass County T35,No,0,0,0,2,2,0.5,-94.602535,46.42430566,Y,Corrugated Metal,N,38,2,2,0.2632,6.59,6.69
52,1208100CU008,0.2,Circular,Y,15,Cass,Culvert,1,Corrugated Metal Pipe,12.39,10.48,5,28,Cass County T5058,No,0,0,0,5,5,0.333333333,-94.70755228,46.65880756,Y,Corrugated Metal,N,28,5,5,1.0357,10.53,10.82
470,1210700CU003,0.2,Circular,Y,12,Cass,Culvert,1,Corrugated Metal Pipe,5.62,13.41,8,59,Cass County CR107,Yes,0,40,20,8,8,0.666666667,-94.39227596,46.47751837,Y,Corrugated Metal,N,59,8,8,1.322,13.68,14.46
482,1211700CU003,0.2,Circular,Y,10.46,Cass,Culvert,2,Corrugated Metal Pipe,4.66,11.8,3,71,Cass County T130,Yes,2,50,60,9,3,0.286806883,-94.71811379,46.56412081,Y,Corrugated Metal,N,71,6,6,-0.126760563,12.23,12.14
71,1212200CU003,0.2,Circular,Y,1,Cass,Culvert,1,Corrugated Metal Pipe,0.4,6.18,2,37,Cass County CSAH1,No,0,0,0,2,2,2,-94.414659,46.64590347,Y,Corrugated Metal,N,37,2,2,0.648648649,6.1,6.34
367,1212200CU011,0.2,Circular,Y,8,Cass,Culvert,1,Corrugated Metal Pipe,2.22,9.7,3.1,37,Cass County T170,Yes,1,8,8,2.9,2.9,0.3625,-94.4504624,46.63756258,Y,Corrugated Metal,N,37,2.9,3.1,0.5135,10.42,10.61
18,1210100CU002,0.25,Circular,Y,7.2,Cass,Culvert,2,Corrugated Metal Pipe,2.61,11.44,3,40,Cass County T3,No,0,0,0,6,3,0.416666667,-94.62255088,46.38105579,Y,Corrugated Metal,N,40,3,3,1.95,11.72,12.5
354,1209900CU001,0.3,Circular,Y,6.5,Cass,Culvert,1,Corrugated Metal Pipe,1.13,5.18,3,40,Cass County T30,Yes,1,5,30,3,3,0.461538462,-94.72143142,46.44121284,Y,Corrugated Metal,N,40,3,3,N/A,N/A,6.8
6,1210300CU003,0.3,Circular,Y,6,Cass,Culvert,1,Corrugated Metal Pipe,1.09,4.87,2,40,Cass County T10,No,0,0,0,2,2,0.333333333,-94.51416791,46.35469081,Y,Corrugated Metal,N,40,2,2,N/A,N/A,6.99
421,1212100CU001,0.3,Circular,Y,12,Cass,Culvert,1,Corrugated Metal Pipe,4.75,7.63,4,30,Cass County T151,Yes,0,20,40,4,4,0.333333333,-94.55121289,46.58460186,Y,Corrugated Metal,N,30,4,4,4.9667,7.63,9.12
24,1211100CU006,0.34,Circular,Y,4.5,Cass,Culvert,1,Corrugated Metal Pipe,3.41,6.73,2,30,Cass County T2055,No,0,0,0,2,2,0.444444444,-94.60337442,46.50771769,Y,Corrugated Metal,N,30,2,2,N/A,N/A,7.1
17,1210100CU001,0.35,Circular,Y,7.5,Cass,Culvert,3,Corrugated Metal Pipe,1.19,6.88,2.5,40,Cass County T3,No,0,0,0,7.5,2.5,0.333333333,-94.62221579,46.34982965,Y,Corrugated Metal,N,40,2.5,2.5,-0.925,7.97,7.6
464,1211500CU003,0.35,Circular,Y,8,Cass,Culvert,1,Corrugated Metal Pipe,4.02,10.08,5.85,37,Cass County T66,Yes,5,40,60,5.8,5.85,0.73125,-94.70771378,46.52831766,Y,Corrugated Metal,N,37,5.85,5.85,-1.297297297,11.01,10.53
373,1212000CU007,0.36,Circular,Y,5.5,Cass,Culvert,1,Corrugated Metal Pipe,1,6.95,2.4,30,Cass County T183,Yes,1,10,6,2.4,2.4,0.436363636,-94.41450781,46.59612733,Y,Corrugated Metal,N,30,2.4,2.4,0.5667,7.43,7.6
486,1205400CU007,0.4,Circular,Y,18.5,Becker,Culvert,1,Concrete,31.35,11.87,7,43,Becker County T1146,Yes,2,50,25,7,7,0.378378378,-95.21624094,47.05891839,Y,Corrugated Metal,N,50,8,8,-1.4884,N/A,N/A
63,1207500CU003,0.4,Circular,Y,3,Cass,Culvert,1,Corrugated Metal Pipe,0.42,8.96,3,40,Cass County T404,No,0,0,0,3,3,1,-94.76398115,46.76016229,Y,Corrugated Metal,N,40,3,3,1.525,8.95,9.56
62,1207500CU004,0.4,Circular,Y,10.5,Cass,Culvert,1,Corrugated Metal Pipe,6.82,11.02,6,30,Cass County T310,No,0,0,0,6,6,0.571428571,-94.76584784,46.74555963,Y,Corrugated Metal,N,30,6,6,1.0667,11.16,11.48
68,1207500CU005,0.4,Circular,Y,10.1,Cass,Culvert,1,Corrugated Metal Pipe,4.49,8.72,3,50,Cass County T233,No,0,0,0,3,3,0.297029703,-94.74053523,46.75994473,Y,Corrugated Metal,N,50,3,3,0.1,9.19,9.24
10,1210200CU002,0.4,Circular,Y,16.5,Cass,Culvert,2,Corrugated Metal Pipe,19.38,14.07,6.5,55,Cass County T133,No,0,0,0,13,6.5,0.393939394,-94.54900669,46.34191356,Y,Corrugated Metal,N,55,6.5,6.5,-0.836363636,15.12,14.66
400,1212500CU003,0.4,Circular,Y,2,Cass,Culvert,1,Corrugated Metal Pipe,1.2,11.91,3.6,70,Cass County CSAH1,Yes,1,15,15,3.6,3.6,1.8,-94.45378652,46.54379469,Y,Corrugated Metal,N,70,3.6,3.6,0.828571429,11.81,12.39
64,1200100CU004,0.5,Circular,Y,26,Cass,Culvert,2,Corrugated Metal Pipe,43.58,10.65,6,40,Cass County T404,No,0,0,0,12,6,0.230769231,-94.76608329,46.77486046,Y,Corrugated Metal,N,40,6,6,0.125,11.15,11.2
395,1207800CU004,0.5,Circular,Y,8.5,Cass,Culvert,1,Corrugated Metal Pipe,1.43,12.08,5.5,47,Cass County CR111,Yes,1,15,20,5.5,5.5,0.647058824,-94.72444433,46.68032216,Y,Corrugated Metal,N,47,5.5,5.5,1.6809,12.68,13.47
39,1211200CU001,0.5,Circular,Y,5,Cass,Culvert,1,Corrugated Metal Pipe,1.47,8.09,4,33,Cass County T68,No,0,0,0,4,4,0.8,-94.64787859,46.54312642,Y,Corrugated Metal,N,33,4,4,1.3333,8.24,8.68
30,1211300CU001,0.5,Circular,Y,3,Cass,Culvert,1,Corrugated Metal Pipe,0.24,N/A,2.5,45,Cass County T45,No,0,0,0,2.5,2.5,0.833333333,-94.70682592,46.45575635,Y,Corrugated Metal,N,45,2.5,2.5,0.222222222,7.5,7.6
75,1212200CU008,0.5,Circular,Y,1,Cass,Culvert,2,Corrugated Metal Pipe,0.43,5.7,2,30,Cass County T228,No,0,0,0,4,2,2,-94.38154591,46.63130208,Y,Corrugated Metal,N,30,2,2,0.8,6.09,6.33
72,1212200CU016,0.5,Circular,Y,1,Cass,Culvert,1,Corrugated Metal Pipe,0.43,6.23,2,30,Cass County T230,No,0,0,0,2,2,2,-94.42929314,46.6387534,Y,Corrugated Metal,N,30,2,2,2.0333,6.52,7.13
101,1213300CU002,0.52,Circular,Y,7.4,Crow Wing,Culvert,1,Corrugated Metal Pipe,11.55,12.27,4,70,Crow Wing County T21,No,0,0,0,4,4,0.540540541,-94.17799544,46.47082369,Y,Corrugated Metal,N,70,4,4,0.2143,12.79,12.94
50,1211600CU008,0.54,Circular,Y,10,Cass,Culvert,1,Corrugated Metal Pipe,5.04,9.42,4,95,MN64,No,0,0,0,4,4,0.4,-94.69704616,46.55993547,Y,Corrugated Metal,N,95,4,4,-0.2421,10.46,10.23
496,1211600CU012,0.54,Circular,Y,7.5,Cass,Culvert,1,Corrugated Metal Pipe,7.85,9.78,4.94,27,Cass County T58,Yes,5,100,25,4.9,4.94,0.658666667,-94.73923936,46.52636399,Y,Corrugated Metal,N,27,4.94,4.94,-0.296296296,10.35,10.27
46,1211800CU004,0.54,Circular,Y,6.9,Cass,Culvert,1,Corrugated Metal Pipe,7.52,8.57,3.61,37,Cass County T129,No,0,0,0,3.6,3.61,0.523188406,-94.7179433,46.60119758,Y,Corrugated Metal,N,37,3.61,3.61,1.6757,9.29,9.91
448,1212800CU001,0.58,Circular,Y,8.6,Cass,Culvert,1,Corrugated Metal Pipe,5.97,8,4,40,Cass County CR102,Yes,0,30,10,4,4,0.465116279,-94.6021515,46.45634134,Y,Corrugated Metal,N,40,4,4,N/A,N/A,N/A
60,1207800CU011,0.6,Circular,Y,7.4,Cass,Culvert,1,Corrugated Metal Pipe,1.42,9.74,6.9,49,Cass County CR111,No,0,0,0,6.9,6.9,0.932432432,-94.72277889,46.68046261,Y,Corrugated Metal,N,49,6.9,6.9,-0.12244898,10.78,10.72
489,1212400CU002,0.6,Circular,Y,17,Cass,Culvert,1,Corrugated Metal Pipe,14.61,11.89,6,82,Cass County CSAH24,Yes,8,60,80,6.5,6.5,0.382352941,-94.48743571,46.57239738,Y,Corrugated Metal,N,82,6.5,6,-0.4024,13.23,12.9
375,1211000CU004,0.68,Circular,Y,13.1,Cass,Culvert,1,Corrugated Metal Pipe,11.37,8.11,3,20,Cass County T57,Yes,0,10,8,3,3,0.229007634,-94.48812304,46.50001678,Y,Corrugated Metal,N,20,3,3,N/A,N/A,8.85
67,1200100CU009,0.7,Circular,Y,9.6,Cass,Culvert,1,Corrugated Metal Pipe,3.68,7.13,2,40,Cass County CR112,No,0,0,0,2,2,0.208333333,-94.68937215,46.78945252,Y,Corrugated Metal,N,40,2,2,-1,8.15,7.75
59,1207900CU007,0.7,Circular,Y,7.9,Cass,Culvert,1,Corrugated Metal Pipe,1.56,7.8,4.3,27,Cass County T5058,No,0,0,0,4.3,4.3,0.544303797,-94.7442405,46.65876056,Y,Corrugated Metal,N,27,4.3,4.3,0.9259,8.2,8.45
57,1208100CU006,0.7,Circular,Y,3.9,Cass,Culvert,0,Corrugated Metal Pipe,0.06,12.17,4,60,Cass County T116,No,0,0,0,4,4,1.025641026,-94.69147364,46.70210758,Y,Corrugated Metal,N,60,4,4,-0.5667,13.2,12.86
490,1212400CU004,0.7,Circular,Y,20,Cass,Culvert,5,Corrugated Metal Pipe,26.47,9.48,4,49,Cass County T183,Yes,1,60,30,21,4,0.2,-94.41380144,46.56981508,Y,Corrugated Metal,N,49,4,4,-0.7347,10.62,10.26
49,1211600CU011,0.72,Circular,Y,13.1,Cass,Culvert,2,Corrugated Metal Pipe,7.81,9.17,4.1,31,Cass County T66,No,0,0,0,8.1,4.1,0.312977099,-94.73790759,46.52821199,Y,Corrugated Metal,N,31,4.05,4.05,-1.161290323,10.51,10.15
451,1214000CU002,0.76,Circular,Y,8.5,Cass,Culvert,1,Corrugated Metal Pipe,10.79,11.26,6,40,Cass County T129,Yes,2,30,15,6,6,0.705882353,-94.71598006,46.61562924,Y,Corrugated Metal,N,40,6,6,-0.35,12.15,12.01
65,1200100CU005,0.8,Circular,Y,16,Cass,Culvert,2,Corrugated Metal Pipe,31.24,9.89,6,32,Cass County T405,No,0,0,0,12,6,0.375,-94.74481869,46.77736338,Y,Corrugated Metal,N,32,6,6,-0.0312,11.28,11.27
383,1207800CU010,0.8,Circular,Y,8.5,Cass,Culvert,1,Corrugated Metal Pipe,1.42,9.5,2,32,Cass County CR111,Yes,2,11,11,2,2,0.235294118,-94.7226662,46.6806222,Y,Corrugated Metal,N,32,2,2,-0.5,10.48,10.32
61,1207900CU006,0.8,Circular,Y,18,Cass,Culvert,1,Corrugated Metal Pipe,2.83,7.84,4,26,Cass County T95,No,0,0,0,4,4,0.222222222,-94.76535403,46.64298012,Y,Corrugated Metal,N,26,4,4,-1.3846,8.98,8.62
16,1210200CU006,0.8,Circular,Y,7.1,Cass,Culvert,1,Corrugated Metal Pipe,2.5,6.04,3,30,Cass County T154,No,0,0,0,3,3,0.422535211,-94.54614787,46.44168111,Y,Corrugated Metal,N,30,3,3,-2.9667,7.73,6.84
484,1212400CU006,0.8,Circular,Y,20,Cass,Culvert,2,Corrugated Metal Pipe,33.88,12.14,7,40,Cass County T189,Yes,2,50,35,19.2,9.6,0.48,-94.37217298,46.55041285,Y,Corrugated Metal,N,40,9.6,7,0.4,13.1,13.26
438,1212800CU003,0.82,Circular,Y,9.9,Cass,Culvert,1,Corrugated Metal Pipe,10.38,9.9,6,30,Cass County CR102,Yes,0,25,20,6,6,0.606060606,-94.60317152,46.44450288,Y,Corrugated Metal,N,30,6,6,-0.433333333,11,10.87
14,1210200CU010,0.84,Circular,Y,8.1,Cass,Culvert,3,Corrugated Metal Pipe,4.48,7.12,2.5,42,Cass County T148,No,0,0,0,8,2.5,0.308641975,-94.56077953,46.42317628,Y,Corrugated Metal,N,42,3,3,N/A,N/A,N/A
444,1205400CU006,0.9,Circular,Y,17.6,Becker,Culvert,3,Corrugated Metal Pipe,31.31,9.53,2,20,Becker County T1389,Yes,2,25,2,11.4,2,0.113636364,-95.21907685,47.06058214,Y,Corrugated Metal,N,25,1.7,1.7,N/A,7.48,N/A
439,1210000CU004,0.9,Circular,Y,9,Cass,Culvert,1,Corrugated Metal Pipe,2.28,6.36,3.5,40,Cass County T45,Yes,2,25,15,3.5,3.5,0.388888889,-94.65393925,46.45619861,Y,Corrugated Metal,N,40,3.5,3.5,0.6,6.92,7.16
11,1210200CU004,0.9,Circular,Y,13,Cass,Culvert,2,Corrugated Metal Pipe,10.5,9.39,4,45,Cass County T21,No,0,0,0,10,5,0.384615385,-94.57872681,46.38371874,Y,Corrugated Metal,N,45,5,4,0.111111111,10.25,10.3
81,1212000CU011,0.9,Circular,Y,2.5,Cass,Culvert,1,Corrugated Metal Pipe,0.26,N/A,3.3,38,Cass County T169,No,0,0,0,3.3,3.3,1.32,-94.49856121,46.62780598,Y,Corrugated Metal,N,38,3.3,3.3,1.236842105,8.01,8.48
472,1206100CU004,1,Circular,Y,17.1,Becker,Culvert,1,Corrugated Metal Pipe,18.37,9.83,3,66,Becker County CSAH26,Yes,3,40,25,3,3,0.175438596,-95.41411924,46.96998164,Y,Corrugated Metal,N,66,3,3,0.5606,10.31,10.68
19,1210100CU003,1,Circular,Y,8,Cass,Culvert,1,Corrugated Metal Pipe,0.77,6.87,3,40,Cass County T24,No,0,0,0,3,3,0.375,-94.65374065,46.39838195,Y,Corrugated Metal,N,40,3,3,-0.725,8.23,7.94
15,1210200CU007,1,Circular,Y,7.9,Cass,Culvert,2,Corrugated Metal Pipe,3.12,6.28,4,30,Cass County T35,No,0,0,0,8,4,0.506329114,-94.54962444,46.42713079,Y,Corrugated Metal,N,30,4,4,1.5,8.86,9.31
481,1214000CU003,1,Circular,Y,12.1,Cass,Culvert,1,Corrugated Metal Pipe,11.03,10.59,6,40,Cass County T129,Yes,4,50,20,6,6,0.495867769,-94.71800019,46.61342245,Y,Corrugated Metal,N,40,6,6,1.675,11.23,11.9
456,1212000CU012,1.02,Circular,Y,12.2,Cass,Culvert,1,Corrugated Metal Pipe,13.58,8.9,5,36,Cass County T169,Yes,0,30,25,5,5,0.409836066,-94.49845026,46.62572474,Y,Corrugated Metal,N,36,5,5,N/A,N/A,9.8
70,1212200CU001,1.1,Circular,Y,2.5,Cass,Culvert,1,Corrugated Metal Pipe,1.66,8.57,4,36,Cass County T230,No,0,0,0,4,4,1.6,-94.42942115,46.65077013,Y,Corrugated Metal,N,36,4,4,0,9.94,9.94
440,1211500CU002,1.2,Circular,Y,7,Cass,Culvert,1,Corrugated Metal Pipe,3.52,11.8,6,70,MN64,Yes,1,25,5,6,6,0.857142857,-94.69168325,46.54333421,Y,Corrugated Metal,N,70,6,6,1.1,13.04,13.81
97,1212704CU002,1.2,Circular,Y,14.9,Crow Wing,Culvert,1,Corrugated Metal Pipe,10.02,7.48,3.5,65,Crow Wing County T35,No,0,0,0,3.5,3.5,0.234899329,-94.25592134,46.50904138,Y,Corrugated Metal,N,65,3.5,3.5,1.4462,8.49,9.43
429,1213100CU002,1.2,Circular,Y,12,Crow Wing,Culvert,1,Corrugated Metal Pipe,6.85,8.39,3.2,45,Crow Wing County T36,Yes,2,20,15,3.2,3.2,0.266666667,-94.24551165,46.50644385,Y,Corrugated Metal,N,45,3.2,3.2,0.3333,9.48,9.63
409,1207800CU006,1.23,Circular,Y,8.8,Cass,Culvert,2,Corrugated Metal Pipe,1.65,11.88,4,90,Cass County CSAH20,Yes,4,17,30,7,4,0.454545455,-94.73255025,46.68036219,Y,Corrugated Metal,N,90,4,4,0.288888889,12.73,12.99
414,1208100CU011,1.25,Circular,Y,14.1,Cass,Culvert,1,Corrugated Metal Pipe,15.82,11.83,4,36,Cass County T92,Yes,2,20,30,4,4,0.283687943,-94.73915604,46.61558826,Y,Corrugated Metal,N,36,4,4,-2.4722,14.1,13.21
412,1211100CU005,1.26,Circular,Y,2,Cass,Culvert,1,Corrugated Metal Pipe,0.54,8.77,3.5,55,Cass County T67,Yes,1,20,6,3.5,3.5,1.75,-94.59017432,46.52915689,Y,Corrugated Metal,N,55,3.5,3.5,0.636363636,9.68,10.03
394,1207800CU003,1.3,Circular,Y,5.3,Cass,Culvert,1,Corrugated Metal Pipe,0.7,10.64,4,52,Cass County CR111,Yes,2,15,8,4,4,0.754716981,-94.72254084,46.69637607,Y,Corrugated Metal,N,52,4,4,2.4038,10.91,12.16
31,1211300CU004,1.3,Circular,Y,9.1,Cass,Culvert,1,Corrugated Metal Pipe,4.74,8.81,7,38,Cass County T136,No,0,0,0,7,7,0.769230769,-94.67533574,46.47650644,Y,Corrugated Metal,N,38,7,7,-0.263157895,10.39,10.29
417,1207900CU005,1.4,Circular,Y,7.5,Cass,Culvert,1,Corrugated Metal Pipe,2.73,9.36,4.2,25,Cass County T98,Yes,5,20,80,4.2,4.2,0.56,-94.754386,46.644644,Y,Corrugated Metal,N,25,4.2,4.2,-0.24,11.89,11.83
20,1210101CU001,1.4,Circular,Y,3.5,Cass,Culvert,1,Corrugated Metal Pipe,0.94,6.3,3,40,Cass County T24,No,0,0,0,3,3,0.857142857,-94.66473194,46.39764448,Y,Corrugated Metal,N,40,3,3,0.55,7.54,7.76
488,1211100CU001,1.4,Circular,Y,19.5,Cass,Culvert,2,Corrugated Metal Pipe,19.94,11.93,6,50,Cass County T30,Yes,3,60,40,12,6,0.307692308,-94.63265041,46.44198601,Y,Corrugated Metal,N,50,6,6,0.22,13.26,13.37
420,1212200CU013,1.4,Circular,Y,8.1,Cass,Culvert,1,Corrugated Metal Pipe,2.78,15.48,6.2,100,Cass County CSAH28,Yes,1,20,10,5.8,5.8,0.716049383,-94.44087428,46.63135942,Y,Corrugated Metal,N,100,5.8,6.2,-0.09,16.95,16.86
364,1212302CU001,1.4,Circular,Y,3.7,Cass,Culvert,1,Corrugated Metal Pipe,1.03,6.91,3,40,Cass County T184,Yes,1,8,8,3,3,0.810810811,-94.39348046,46.58878662,Y,Corrugated Metal,N,40,3,3,-0.5,8.34,8.14
33,1210000CU005,1.45,Circular,Y,7,Cass,Culvert,1,Corrugated Metal Pipe,1.22,12.34,5.5,50,Cass County CSAH35,No,0,0,0,5.5,5.5,0.785714286,-94.63907446,46.47081854,Y,Corrugated Metal,N,50,5.5,5.5,0.56,12.06,12.34
376,1212704CU004,1.46,Circular,Y,17,Crow Wing,Culvert,1,Corrugated Metal Pipe,6.75,7.41,3.5,47,Crow Wing County CSAH13,Yes,2,10,15,3.5,3.5,0.205882353,-94.25895451,46.50218998,Y,Corrugated Metal,N,47,3.5,3.5,-0.0851,8.9,8.86
207,1210200CU001,1.5,Circular,Y,15.2,Cass,Culvert,2,Corrugated Metal Pipe,20.08,7.81,4,40,Cass County CSAH31,Yes,0,0,0,10.5,4,0.263157895,-94.53837697,46.33604513,Y,Corrugated Metal,N,40,6.5,6.5,3.3,9.44,10.76
457,1212400CU005,1.5,Circular,Y,19.1,Cass,Culvert,2,Corrugated Metal Pipe,28.72,9.92,7,40,Cass County T184,Yes,3,30,30,19,9.5,0.497382199,-94.39281368,46.56023381,Y,Corrugated Metal,N,40,9.5,7,0.025,11.36,11.37
422,1212400CU007,1.5,Circular,Y,20,Cass,Culvert,3,Corrugated Metal Pipe,34.39,10.37,10,40,Lake Shore M70,Yes,2,20,30,30,10,0.5,-94.36751829,46.54387934,Y,Corrugated Metal,N,40,10,10,0.7,11.74,12.02
425,1212500CU002,1.5,Circular,Y,6.5,Cass,Culvert,1,Corrugated Metal Pipe,1.79,9.77,2,55,Cass County T70,Yes,2,20,6,2,2,0.307692308,-94.46540106,46.54379401,Y,Corrugated Metal,N,55,2,2,-0.5455,11.47,11.17
360,1213502CU002,1.5,Circular,Y,6,Crow Wing,Culvert,1,Corrugated Metal Pipe,0.91,11.29,2.5,54,Crow Wing County UT925,Yes,2,6,8,2.5,2.5,0.416666667,-94.27468379,46.38022326,Y,Corrugated Metal,N,54,2.5,2.5,0.9259,12.29,12.79
402,1206800CU007,1.6,Circular,Y,14.5,Becker,Culvert,2,Corrugated Metal Pipe,16.45,N/A,4,36,Becker County T164,Yes,3,15,20,8,4.5,0.310344828,-95.31850219,46.74035453,Y,Corrugated Metal,N,36,4,4,N/A,N/A,11.46
366,1212002CU001,1.6,Circular,Y,8.5,Cass,Culvert,1,Corrugated Metal Pipe,4.92,5.8,1.4,45,Cass County CSAH25,Yes,1,8,10,1.4,1.4,0.164705882,-94.57240665,46.60409949,Y,Corrugated Metal,N,45,1.4,1.4,0.5111,7.25,7.48
356,1212200CU002,1.6,Circular,Y,7.8,Cass,Culvert,1,Corrugated Metal Pipe,4.17,6.37,6.5,30,Cass County T97,Yes,4,6,8,6.5,6.5,0.833333333,-94.42137901,46.64587622,Y,Corrugated Metal,N,30,6.5,6.5,-2.533333333,10.51,9.75
441,1208100CU010,1.63,Circular,Y,7,Cass,Culvert,1,Corrugated Metal Pipe,0.85,11.51,4,49,Cass County T92,Yes,2,25,15,4,4,0.571428571,-94.74026755,46.6156789,Y,Corrugated Metal,N,49,4,4,-0.7347,13.54,13.18
36,1211200CU007,1.63,Circular,Y,9.4,Cass,Culvert,3,Corrugated Metal Pipe,5.84,6.91,3.61,36,Cass County T64,No,0,0,0,10.6,3.61,0.384042553,-94.66350684,46.52139502,Y,Corrugated Metal,N,36,4.2,4.2,0.527777778,8.48,8.67
479,1211200CU006,1.85,Circular,Y,15.5,Cass,Culvert,2,Corrugated Metal Pipe,8.99,7.59,3.8,40,Cass County CR106,Yes,5,50,50,7.6,3.8,0.24516129,-94.69683672,46.50819344,Y,Corrugated Metal,N,40,3.86,3.86,0,9.44,9.44
359,1213100CU001,1.86,Circular,Y,8.2,Crow Wing,Culvert,1,Corrugated Metal Pipe,3.92,8.39,3,50,Crow Wing County T729,Yes,1,6,6,3,3,0.365853659,-94.20930149,46.5110604,Y,Corrugated Metal,N,50,3,3,-0.5,10.37,10.12
397,1212200CU009,1.9,Circular,Y,5,Cass,Culvert,1,Corrugated Metal Pipe,2.26,5.17,2.5,19,Cass County T89,Yes,3,15,5,2.5,2.5,0.5,-94.40362826,46.61664874,Y,Corrugated Metal,N,19,2.5,2.5,-6.5789,7.44,6.19
480,1211200CU005,2,Circular,Y,13.8,Cass,Culvert,1,Corrugated Metal Pipe,6.09,8.43,5.9,33,Cass County CR156,Yes,3,50,20,5.9,5.9,0.427536232,-94.66449472,46.51416341,Y,Corrugated Metal,N,33,5.9,5.9,-1.5455,10.86,10.35
491,1212602CU001,2.05,Circular,Y,32.5,Cass,Culvert,3,Corrugated Metal Pipe,56.15,11.87,5.9,46,Cass County T74,Yes,0,60,40,16.9,5.9,0.181538462,-94.33107214,46.55507149,Y,Corrugated Metal,N,46,5.9,5.9,-0.3043,14.26,14.12
66,1200100CU007,2.1,Circular,Y,7,Cass,Culvert,1,Corrugated Metal Pipe,2.33,7.14,4,40,Cass County T315,No,0,0,0,4,4,0.571428571,-94.68131313,46.78943978,Y,Corrugated Metal,N,40,4,4,0.25,9.15,9.25
93,1210902CU001,2.2,Circular,Y,6,Cass,Culvert,1,Corrugated Metal Pipe,1.6,5.99,3,40,Cass County T4134,No,0,0,0,3,3,0.5,-94.48410844,46.42711222,Y,Corrugated Metal,N,40,3,3,1.075,8.48,8.91
393,1208100CU004,2.3,Circular,Y,13.5,Cass,Culvert,1,Corrugated Metal Pipe,11.56,8.79,5,40,MN64,Yes,4,15,18,5,5,0.37037037,-94.69702341,46.67329037,Y,Corrugated Metal,N,40,5,5,0.1,11.15,11.19
40,1211500CU005,2.35,Circular,Y,10,Cass,Culvert,1,Corrugated Metal Pipe,3.77,8.73,4.01,41,Cass County CR106,No,0,0,0,4,4.01,0.401,-94.69715366,46.53670771,Y,Corrugated Metal,N,41,4.01,4.01,1.268292683,10.43,10.95
459,1211200CU004,2.4,Circular,Y,9.2,Cass,Culvert,1,Corrugated Metal Pipe,5.31,10.74,7,68,Cass County T66,Yes,3,35,25,7,7,0.760869565,-94.65094753,46.52872035,Y,Corrugated Metal,N,68,7,7,1.691176471,13.11,14.26
